PCON11CD,ConstituencyName,Winner17,Winner19,BRX,BRX_pct,CHUK,CHUK_pct,CON,CON_pct,GRN,GRN_pct,LAB,LAB_pct,LD,LD_pct,Other,Other_pct,PC,PC_pct,SNP,SNP_pct,UKIP,UKIP_pct,TotalVotes,Notes
E14000549,Battersea,Labour,Liberal Democrat,3695,0.1076631702,2922,0.08513986014,3310,0.09644522145,4677,0.1362762238,5353,0.1559731935,13155,0.3833041958,919,0.02677738928,0,0,0,0,288,0.008391608392,34320,
E14000550,Beaconsfield,Conservative,Brexit Party,10636,0.3368487728,1683,0.05330166271,4292,0.1359303246,3723,0.1179097387,1622,0.05136975455,8834,0.2797783056,236,0.007474267617,0,0,0,0,549,0.0173871734,31575,
E14000551,Beckenham,Conservative,Brexit Party,9396,0.305322675,1573,0.05111457724,3525,0.1145447456,3624,0.1177617469,1998,0.06492493663,9001,0.2924871645,915,0.0297328914,0,0,0,0,743,0.02414375772,30774,
E14000552,Bedford,Labour,Brexit Party,7496,0.3051371815,882,0.03590328096,2381,0.09692257592,3007,0.1224049499,4419,0.1798827648,5341,0.2174143125,275,0.01119433363,0,0,0,0,766,0.0311813075,24566,
E14000553,Bermondsey and Old Southwark,Labour,Liberal Democrat,3742,0.1063279629,2339,0.06646208053,1264,0.03591623334,6030,0.1713408917,8582,0.2438553121,11499,0.3267411133,1202,0.03415451936,0,0,0,0,534,0.015173472,35193,
E14000554,Berwick-upon-Tweed,Conservative,Brexit Party,7839,0.3929914273,804,0.04030681305,1950,0.09775906151,1529,0.0766531308,2353,0.1179626009,4539,0.2275530155,0,0,0,0,0,0,932,0.04672381812,19947,
E14000555,Bethnal Green and Bow,Labour,Labour,3519,0.09684876841,1603,0.04411724233,865,0.02380624742,6550,0.1802669602,13741,0.3781753131,8393,0.2309894042,1126,0.03098940416,0,0,0,0,539,0.01483418192,36335,
E14000556,Beverley and Holderness,Conservative,Brexit Party,11832,0.4323613243,764,0.02791785427,3032,0.1107944164,3077,0.1124387927,1602,0.0585397939,4828,0.176423299,1130,0.0412921143,0,0,0,0,1102,0.04026894687,27366,
E14000557,Bexhill and Battle,Conservative,Brexit Party,15859,0.4727538306,1317,0.03925952424,3247,0.09679246408,4005,0.1193883026,1485,0.04426757288,6474,0.1929887319,269,0.008018839802,0,0,0,0,890,0.02653073392,33546,
E14000558,Bexleyheath and Crayford,Conservative,Brexit Party,10241,0.4267794632,869,0.03621436906,2666,0.1111018503,1853,0.07722120353,3141,0.1308968161,3227,0.1344807468,802,0.03342223704,0,0,0,0,1198,0.0499249875,23996,
E14000559,Birkenhead,Labour,Labour,5538,0.2770246611,480,0.02401080486,1116,0.0558251213,2915,0.145815617,6407,0.3204942224,2324,0.1162523135,548,0.02741233555,0,0,0,0,663,0.03316492422,19991,
E14000560,"Birmingham, Edgbaston",Labour,Liberal Democrat,5675,0.2504855226,784,0.03460451977,2081,0.09185204802,3038,0.1340925141,3731,0.1646804379,6146,0.2712747175,0,0,0,0,0,0,1201,0.05301024011,22656,
E14000561,"Birmingham, Erdington",Labour,Brexit Party,5253,0.327800312,436,0.0272074883,1227,0.07656786271,1475,0.09204368175,5071,0.3164430577,1788,0.111575663,0,0,0,0,0,0,776,0.04842433697,16025,
E14000562,"Birmingham, Hall Green",Labour,Labour,3250,0.125284299,614,0.02366909525,1295,0.04992097452,2631,0.1014224587,14365,0.5537566015,3355,0.1293319456,0,0,0,0,0,0,430,0.01657607648,25941,
E14000563,"Birmingham, Hodge Hill",Labour,Labour,3770,0.1655033145,328,0.01439922736,621,0.0272619518,1295,0.05685060802,14338,0.6294393959,1756,0.07708854647,0,0,0,0,0,0,671,0.02945695597,22779,
E14000564,"Birmingham, Ladywood",Labour,Labour,2807,0.106539644,696,0.02641666983,839,0.03184423274,3223,0.1223289179,14583,0.5534975519,3568,0.1354233879,0,0,0,0,0,0,630,0.02391164079,26347,
E14000565,"Birmingham, Northfield",Labour,Brexit Party,6930,0.3745945946,583,0.03151351351,1481,0.08005405405,2093,0.1131351351,3602,0.1947027027,2922,0.1579459459,0,0,0,0,0,0,889,0.04805405405,18500,
E14000566,"Birmingham, Perry Barr",Labour,Labour,4871,0.2300136941,450,0.02124946876,1506,0.07111488879,1351,0.06379562733,10175,0.4804740993,2126,0.1003919346,0,0,0,0,0,0,698,0.0329602871,21177,
E14000567,"Birmingham, Selly Oak",Labour,Brexit Party,6280,0.2547874067,698,0.02831872769,1702,0.06905225576,5410,0.2194904252,3671,0.1489370334,5703,0.2313777994,0,0,0,0,0,0,1184,0.04803635183,24648,
E14000568,"Birmingham, Yardley",Labour,Labour,5898,0.3264334735,457,0.02529333629,1296,0.07172902369,1335,0.07388753598,6294,0.3483506752,1905,0.1054350232,0,0,0,0,0,0,883,0.04887093203,18068,
E14000569,Bishop Auckland,Labour,Brexit Party,8562,0.4166626113,819,0.03985595406,1358,0.06608594092,1252,0.06092753905,4516,0.2197673853,2819,0.1371842912,0,0,0,0,0,0,1223,0.05951627816,20549,
E14000570,Blackburn,Labour,Labour,5752,0.2132581937,345,0.01279104256,1468,0.05442681299,1365,0.05060803797,14406,0.5341094468,1858,0.06888625241,1027,0.0380765238,0,0,0,0,750,0.02780661427,26972,
E14000571,Blackley and Broughton,Labour,Labour,3530,0.1752034941,382,0.01895969823,751,0.03727417113,1776,0.08814770697,9945,0.4935973794,2700,0.1340083383,524,0.02600754417,0,0,0,0,542,0.0269009331,20148,
E14000572,Blackpool North and Cleveleys,Conservative,Brexit Party,9257,0.4617648526,486,0.02424302888,2358,0.1176235846,1584,0.07901431636,2617,0.1305432234,1816,0.09058712027,858,0.04279942136,0,0,0,0,1071,0.05342445254,20047,
E14000573,Blackpool South,Labour,Brexit Party,6999,0.4209924812,398,0.02393984962,1486,0.08938345865,1398,0.08409022556,3213,0.1932631579,1455,0.08751879699,820,0.04932330827,0,0,0,0,855,0.05142857143,16625,
E14000574,Blaydon,Labour,Brexit Party,8655,0.4005831713,756,0.03499028048,1135,0.05253170416,1639,0.07585855781,3781,0.1749976858,4377,0.2025826159,0,0,0,0,0,0,1263,0.05845598445,21606,
E14000575,Blyth Valley,Labour,Brexit Party,8172,0.4361423921,671,0.03581149597,1554,0.08293750334,1000,0.05337033677,4100,0.2188183807,2174,0.1160271121,0,0,0,0,0,0,1066,0.05689277899,18737,
E14000576,Bognor Regis and Littlehampton,Conservative,Brexit Party,13663,0.5050643206,839,0.03101434275,2546,0.09411503771,2850,0.1053526541,1627,0.06014342747,4367,0.1614298388,221,0.008169451427,0,0,0,0,939,0.0347109271,27052,
E14000577,Bolsover,Labour,Brexit Party,9751,0.480889678,694,0.03422597031,1329,0.06554223998,1472,0.07259456527,3283,0.16190758,1995,0.0983873354,335,0.01652118163,0,0,0,0,1418,0.06993144943,20277,
E14000578,Bolton North East,Labour,Brexit Party,7560,0.3278119851,519,0.02250455294,1690,0.07328072153,1969,0.08537854479,6556,0.2842771659,2895,0.1255311768,907,0.03932876594,0,0,0,0,967,0.04193044836,23062,
E14000579,Bolton South East,Labour,Labour,7752,0.3342676038,408,0.01759303178,1587,0.0684317192,1194,0.05148549006,8348,0.3599672287,1739,0.07498598594,1029,0.04437066103,0,0,0,0,1134,0.0488982795,23191,
E14000580,Bolton West,Conservative,Brexit Party,8945,0.3852448426,676,0.0291140876,2413,0.1039235109,2106,0.0907015806,3193,0.1375166889,3984,0.1715836169,880,0.03789999569,0,0,0,0,1023,0.04405874499,23219,
E14000581,Bootle,Labour,Labour,6080,0.2807017544,459,0.02119113573,684,0.03157894737,2133,0.09847645429,8733,0.4031855956,2271,0.1048476454,520,0.02400738689,0,0,0,0,780,0.03601108033,21660,
E14000582,Boston and Skegness,Conservative,Brexit Party,13173,0.5637196166,508,0.02173913043,2918,0.1248716193,1185,0.05071037316,1725,0.07381889764,1756,0.07514549812,311,0.01330879836,0,0,0,0,1790,0.07660047929,23368,
E14000583,Bosworth,Conservative,Brexit Party,11731,0.4347391047,683,0.02531129558,2874,0.10650756,2206,0.08175214942,1609,0.05962792766,6292,0.2331752149,167,0.006188852653,0,0,0,0,1421,0.05266083605,26984,
E14000584,Bournemouth East,Conservative,Brexit Party,9062,0.3634103304,884,0.03545075393,1946,0.07803978184,4674,0.187439846,1944,0.07795957652,5570,0.2233718319,64,0.00256657042,0,0,0,0,792,0.03176130895,24936,
E14000585,Bournemouth West,Conservative,Brexit Party,10796,0.4234389708,757,0.02969093191,1915,0.07510982115,4246,0.1665359272,1516,0.0594603075,4870,0.1910103546,211,0.00827580797,0,0,0,0,1184,0.04643865704,25496,
E14000586,Bracknell,Conservative,Brexit Party,9838,0.3524522624,1239,0.04438791961,3428,0.1228101601,3187,0.1141761903,1992,0.07136459714,7380,0.2643929352,225,0.008060760219,0,0,0,0,626,0.02242682621,27913,
E14000587,Bradford East,Labour,Labour,5597,0.2628069681,287,0.01347607644,1062,0.04986617833,1624,0.07625487158,9273,0.4354134385,1767,0.08296943231,866,0.04066300418,0,0,0,0,820,0.03850307555,21297,
E14000588,Bradford South,Labour,Brexit Party,7575,0.3978884337,317,0.01665090871,1287,0.06760163883,1627,0.08546065763,4632,0.2433028679,1636,0.08593339637,911,0.04785166509,0,0,0,0,1052,0.05525790524,19038,
E14000589,Bradford West,Labour,Labour,4110,0.1705960485,277,0.01149759256,1218,0.05055620123,2083,0.08646023576,12752,0.5293043334,2065,0.08571309978,970,0.04026232774,0,0,0,0,617,0.02561016105,24092,
E14000590,Braintree,Conservative,Brexit Party,11065,0.4520200989,805,0.03288533028,2511,0.1025777197,3378,0.1379958332,1398,0.05711017607,4236,0.1730462846,249,0.01017198415,0,0,0,0,837,0.03419257323,24479,
E14000591,Brent Central,Labour,Labour,3388,0.1202271114,1130,0.04009936125,2411,0.08555713272,2372,0.08417317246,11110,0.394251242,5975,0.2120298084,1180,0.04187366927,0,0,0,0,614,0.02178850248,28180,
E14000592,Brent North,Labour,Labour,3552,0.1172161172,1034,0.03412203412,3760,0.1240801241,2385,0.07870507871,11597,0.3827013827,6407,0.2114312114,990,0.03267003267,0,0,0,0,577,0.01904101904,30303,
E14000593,Brentford and Isleworth,Labour,Liberal Democrat,5678,0.1576828015,2000,0.05554167014,3295,0.09150490155,3916,0.1087505901,8161,0.226637785,10976,0.3048126857,1313,0.03646310645,0,0,0,0,669,0.01857868866,36009,
E14000594,Brentwood and Ongar,Conservative,Brexit Party,12508,0.4517806834,892,0.03221844976,3239,0.1169905367,2608,0.09419923427,1225,0.04424618941,6108,0.2206169183,220,0.007946254425,0,0,0,0,886,0.03200173373,27686,
E14000595,Bridgwater and West Somerset,Conservative,Brexit Party,13360,0.4534500899,692,0.0234870855,2521,0.08556494586,3636,0.1234090215,1526,0.05179377524,6254,0.2122662322,271,0.009197977124,0,0,0,0,1202,0.04079693174,29463,
E14000596,Brigg and Goole,Conservative,Brexit Party,10017,0.4941298343,552,0.0272296764,2232,0.1101026046,1570,0.07744672455,1935,0.09545185478,2097,0.1034431728,729,0.03596093133,0,0,0,0,1141,0.05628453039,20272,
E14000597,"Brighton, Kemptown",Labour,Green,7111,0.2600190142,1104,0.04036858271,2122,0.07759251134,7810,0.2855784701,3580,0.1309053679,5003,0.1829384233,180,0.006581834138,0,0,0,0,439,0.01605236215,27348,
E14000598,"Brighton, Pavilion",Green,Green,5594,0.1418141256,1816,0.04603762105,1431,0.03627744258,16138,0.4091162602,4513,0.1144095726,9244,0.2343456878,326,0.00826446281,0,0,0,0,383,0.009709476246,39446,
E14000599,Bristol East,Labour,Brexit Party,6978,0.3102298493,531,0.02360734451,1478,0.06570933179,5039,0.2240252523,4391,0.1952162895,3221,0.1432001067,72,0.003200995865,0,0,0,0,783,0.03481083004,22493,
E14000600,Bristol North West,Labour,Liberal Democrat,6727,0.2079636442,752,0.02324790552,2159,0.06674498408,8042,0.2486165641,3387,0.1047083192,9950,0.3076019414,509,0.0157356169,0,0,0,0,821,0.02538102452,32347,
E14000601,Bristol South,Labour,Green,7901,0.2449314899,745,0.02309504619,1505,0.04665509331,11196,0.3470766942,4889,0.1515593031,4948,0.1533883068,68,0.002108004216,0,0,0,0,1007,0.03121706243,32258,
E14000602,Bristol West,Labour,Green,4466,0.08435487222,1230,0.0232325331,1482,0.02799236915,24849,0.4693538334,6764,0.1277600438,13391,0.252932399,176,0.00332432994,0,0,0,0,586,0.01106850764,52943,
E14000603,Broadland,Conservative,Brexit Party,10833,0.3854474293,894,0.0318092866,2736,0.09734922612,3697,0.1315424302,1548,0.05507916741,7156,0.2546166163,219,0.007792207792,0,0,0,0,1023,0.03639921722,28105,
E14000604,Bromley and Chislehurst,Conservative,Brexit Party,8250,0.2966558792,1407,0.05059331176,3218,0.115713772,3129,0.1125134844,2478,0.08910463862,7720,0.2775979863,881,0.03167925207,0,0,0,0,727,0.02614167566,27810,
E14000605,Bromsgrove,Conservative,Brexit Party,10700,0.3919844672,1146,0.04198263545,3483,0.1275964392,3110,0.1139319339,1849,0.06773638129,5857,0.2145657032,0,0,0,0,0,0,1152,0.04220243983,27297,
E14000606,Broxbourne,Conservative,Brexit Party,10551,0.4464897804,802,0.03393847065,3134,0.1326224028,1909,0.0807837163,2592,0.1096864288,3550,0.1502263975,216,0.009140535737,0,0,0,0,877,0.03711226778,23631,
E14000607,Broxtowe,Conservative,Brexit Party,9894,0.3395799012,1413,0.04849670511,2621,0.08995744097,4131,0.1417833608,3278,0.1125068644,6511,0.2234692477,210,0.007207578254,0,0,0,0,1079,0.0370332235,29136,
E14000608,Buckingham,Speaker,Brexit Party,12470,0.3419717537,1700,0.04662004662,4573,0.1254079254,4780,0.1310846017,1085,0.02975455917,10841,0.2972987797,273,0.007486631016,0,0,0,0,743,0.02037570273,36465,
E14000609,Burnley,Labour,Brexit Party,8282,0.3936124709,343,0.01630150658,983,0.04671831187,1725,0.08198279549,5396,0.2564516896,2046,0.0972387244,1745,0.08293332066,0,0,0,0,521,0.02476118055,21041,
E14000610,Burton,Conservative,Brexit Party,10072,0.4218992167,904,0.03786704645,3260,0.1365559419,1887,0.07904327064,3277,0.1372680434,3178,0.1331210991,0,0,0,0,0,0,1295,0.05424538181,23873,
E14000611,Bury North,Labour,Brexit Party,7277,0.3110493695,755,0.03227185296,2306,0.0985680701,2516,0.1075443471,5141,0.2197478094,3870,0.1654199615,778,0.03325496901,0,0,0,0,753,0.03218636461,23395,
E14000612,Bury South,Labour,Brexit Party,8113,0.3162839655,808,0.0314997466,2416,0.09418736112,3042,0.1185918678,5278,0.2057619586,4066,0.1585123387,976,0.03804919886,0,0,0,0,951,0.03707457799,25651,
E14000613,Bury St Edmunds,Conservative,Brexit Party,12829,0.387934684,1047,0.03166011491,4083,0.1234653765,5982,0.1808890233,1757,0.05312972483,6152,0.1860296341,182,0.005503477472,0,0,0,0,1037,0.03135772604,33070,
E14000614,Calder Valley,Conservative,Brexit Party,10299,0.3604704071,693,0.02425536383,2493,0.08725630884,4734,0.1656924854,2994,0.1047915719,5097,0.178397676,1303,0.04560568409,0,0,0,0,958,0.03353050296,28571,
E14000615,Camberwell and Peckham,Labour,Labour,3855,0.1159991575,1672,0.05031143743,1057,0.03180573526,6313,0.189961785,10123,0.3046068667,8776,0.2640748653,941,0.02831522884,0,0,0,0,495,0.01489483345,33233,
E14000616,Camborne and Redruth,Conservative,Brexit Party,11303,0.4322701545,588,0.02248737953,1724,0.06593238489,4212,0.1610830656,2094,0.0800826067,4558,0.1743154352,562,0.02149303962,0,0,0,0,1108,0.04237417776,26148,
E14000617,Cambridge,Labour,Liberal Democrat,4623,0.1268625998,1202,0.03298482479,1317,0.03614061085,8884,0.2437913339,4338,0.1190417387,15492,0.4251255454,137,0.00375950166,0,0,0,0,448,0.01229384485,36441,
E14000618,Cannock Chase,Conservative,Brexit Party,10538,0.5028151541,605,0.02886725833,2111,0.10072526,1912,0.09123007921,2373,0.1132264529,1951,0.09309094379,0,0,0,0,0,0,1468,0.07004485161,20958,
E14000619,Canterbury,Labour,Brexit Party,11402,0.3254088302,1386,0.0395559234,2518,0.07186278147,5664,0.1616484489,2870,0.08190873027,10285,0.2935300665,238,0.006792431291,0,0,0,0,677,0.01932132766,35039,
E14000620,Carlisle,Conservative,Brexit Party,8122,0.3842914597,544,0.02573929501,2274,0.1075940383,2475,0.1171043293,2891,0.1367873196,3027,0.1432221434,838,0.03964986988,0,0,0,0,964,0.04561154483,21135,
E14000621,Carshalton and Wallington,Lib Dem,Brexit Party,8509,0.3152649129,957,0.03545757688,2102,0.07788069655,2329,0.08629121897,2916,0.1080400148,8223,0.3046683957,982,0.03638384587,0,0,0,0,972,0.03601333827,26990,
E14000622,Castle Point,Conservative,Brexit Party,12821,0.5865318633,662,0.03028500846,2122,0.09707671897,1517,0.06939933208,1237,0.05658996294,2123,0.09712246672,183,0.008371837687,0,0,0,0,1194,0.05462280983,21859,
E14000623,Central Devon,Conservative,Brexit Party,12364,0.3833204154,915,0.02836769493,2626,0.0814137343,6215,0.1926833049,1117,0.03463028988,7814,0.2422570144,270,0.008370795226,0,0,0,0,935,0.02898775384,32255,
E14000624,Central Suffolk and North Ipswich,Conservative,Brexit Party,11285,0.3912696762,894,0.03099646349,3086,0.1069967409,4726,0.1638582623,1673,0.05800568615,5972,0.2070591499,250,0.008667914846,0,0,0,0,955,0.03311143471,28842,
E14000625,Charnwood,Conservative,Brexit Party,10444,0.4004601227,937,0.03592791411,4187,0.1605444785,2263,0.08677147239,2759,0.1057898773,4416,0.1693251534,79,0.003029141104,0,0,0,0,996,0.03819018405,26080,
E14000626,Chatham and Aylesford,Conservative,Brexit Party,11350,0.4873545451,790,0.03392159389,2123,0.09115891623,2258,0.0969556443,2653,0.1139164412,3166,0.1359440079,156,0.006698441324,0,0,0,0,793,0.03405041006,23289,
E14000627,Cheadle,Conservative,Liberal Democrat,7321,0.2606358361,982,0.03496030475,2268,0.08074335149,3770,0.1342162412,2422,0.08622592474,10100,0.3595713625,594,0.02114706825,0,0,0,0,631,0.02246430987,28089,
E14000628,Chelmsford,Conservative,Brexit Party,10597,0.3754073969,970,0.03436304379,2512,0.08898965566,3150,0.1115913278,1642,0.05816919371,8413,0.2980374097,162,0.00573898257,0,0,0,0,781,0.02766756412,28228,
E14000629,Chelsea and Fulham,Conservative,Liberal Democrat,4604,0.1595951192,1918,0.06648641154,3590,0.1244453688,2731,0.09466860788,4119,0.1427828619,10627,0.3683790904,857,0.02970743206,0,0,0,0,400,0.01386577926,28848,
E14000630,Cheltenham,Conservative,Liberal Democrat,9070,0.2660994572,1039,0.03048261699,3252,0.09540853748,5904,0.1732140238,1514,0.04441836585,12378,0.3631509462,231,0.00677717471,0,0,0,0,696,0.02041953939,34085,
E14000631,Chesham and Amersham,Conservative,Liberal Democrat,10319,0.300381335,1881,0.05475504323,4381,0.1275288912,4597,0.1338165517,1496,0.04354787064,10942,0.3185165779,241,0.007015398946,0,0,0,0,496,0.01443833144,34353,
E14000632,Chesterfield,Labour,Brexit Party,8742,0.3870196565,745,0.0329821144,1313,0.05812820967,2338,0.1035062865,3716,0.1645121303,4316,0.191074907,192,0.008500088543,0,0,0,0,1226,0.05427660705,22588,
E14000633,Chichester,Conservative,Brexit Party,12715,0.3742567846,1292,0.03802908106,3928,0.1156178254,4846,0.1426384883,1082,0.03184788368,9169,0.2698828516,221,0.006504974392,0,0,0,0,720,0.02119267675,33974,
E14000634,Chingford and Woodford Green,Conservative,Brexit Party,6600,0.2777660873,1268,0.05336475738,2359,0.09928033332,2765,0.1163671563,3706,0.1559698666,5582,0.2349227726,833,0.03505744708,0,0,0,0,649,0.02731366525,23761,
E14000635,Chippenham,Conservative,Brexit Party,11086,0.3367353138,990,0.03007107709,2992,0.09088147743,6077,0.1845878136,1613,0.04899459328,8881,0.2697588239,267,0.008110078367,0,0,0,0,1016,0.03086082255,32922,
E14000636,Chipping Barnet,Conservative,Liberal Democrat,6762,0.217876015,2365,0.07620183013,4911,0.1582355974,2978,0.09595308674,4169,0.1343278773,8297,0.2673347081,980,0.03157623405,0,0,0,0,573,0.01846243073,31036,
E14000637,Chorley,Labour,Brexit Party,10278,0.3742489895,890,0.03240723883,2955,0.1075993154,3042,0.1107672141,4483,0.1632378109,4072,0.1482722208,767,0.0279284856,0,0,0,0,976,0.03553872483,27463,
E14000638,Christchurch,Conservative,Brexit Party,14012,0.5032142216,677,0.02431316215,3254,0.1168611959,2821,0.1013108278,823,0.02955647333,4941,0.1774465793,167,0.005997486084,0,0,0,0,1149,0.04126414078,27845,
E14000639,Cities of London and Westminster,Conservative,Liberal Democrat,4149,0.1469817203,1942,0.06879693921,3144,0.1113787728,3059,0.1083675783,3894,0.1379481366,10537,0.3732818478,1129,0.0399957489,0,0,0,0,375,0.01328468188,28228,
E14000640,City of Chester,Labour,Brexit Party,7470,0.2593930134,887,0.03080075005,2469,0.08573512049,5463,0.1897006737,3623,0.1258073477,7236,0.2512674491,904,0.03139106882,0,0,0,0,745,0.02586985207,28798,
E14000641,City of Durham,Labour,Brexit Party,8002,0.2842729759,1167,0.04145795588,1408,0.05001953888,4237,0.1505204448,3832,0.1361327223,7874,0.2797257451,0,0,0,0,0,0,1632,0.0579771928,28149,
E14000642,Clacton,Conservative,Brexit Party,15001,0.5751035117,590,0.02261923018,2341,0.08974850483,2012,0.07713540868,1746,0.06693758626,2498,0.09576752032,310,0.01188468026,0,0,0,0,1585,0.06076522006,26084,
E14000643,Cleethorpes,Conservative,Brexit Party,11689,0.5369562222,612,0.02811337223,2568,0.1179659148,1489,0.06840001837,1544,0.07092654692,2005,0.09210344986,437,0.02007441775,0,0,0,0,1425,0.06546005788,21769,
E14000644,Colchester,Conservative,Brexit Party,9046,0.3331737321,998,0.03675739383,2386,0.08787889949,4631,0.1705646201,2673,0.09844941254,6481,0.2387020736,168,0.006187617399,0,0,0,0,768,0.02828625097,27151,
E14000645,Colne Valley,Labour,Brexit Party,9786,0.3472059606,680,0.02412630832,2086,0.07401099876,3856,0.1368103601,4600,0.1632073798,5366,0.1903849565,850,0.0301578854,0,0,0,0,962,0.0341316303,28185,
E14000646,Congleton,Conservative,Brexit Party,9579,0.3812992596,971,0.03865138126,2871,0.1142823024,3123,0.1243133508,2083,0.08291537298,5122,0.203885041,546,0.02173393838,0,0,0,0,828,0.0329591593,25122,
E14000647,Copeland,Conservative,Brexit Party,7569,0.3714117474,738,0.03621374945,2184,0.1071691447,1916,0.09401835223,2965,0.1454929094,3489,0.1712056529,704,0.03454536533,0,0,0,0,815,0.03999214878,20379,
E14000648,Corby,Conservative,Brexit Party,12805,0.3953746874,1177,0.03634174206,3605,0.1113100936,2923,0.09025226171,4347,0.1342205206,5759,0.1778182604,267,0.008244048538,0,0,0,0,1504,0.04643838577,32387,
E14000649,Coventry North East,Labour,Labour,6154,0.2927966505,589,0.02802359882,1296,0.06166143306,1754,0.083452279,8039,0.3824816824,2216,0.105433438,0,0,0,0,0,0,969,0.04610333999,21018,
E14000650,Coventry North West,Labour,Brexit Party,7927,0.3723169414,683,0.03207928233,1849,0.08684420647,2443,0.1147433188,4533,0.2129068621,2817,0.1323094265,0,0,0,0,0,0,1041,0.04889389883,21291,
